Name,Url,Telephone,AddressLocality,Latitude,Longitude,attraction_type
Camping Ireland,http://www.camping-ireland.ie,,Dublin City,53.347874773010794,-6.2517264613334795,camping
Irish Cottage Holiday Homes,http://www.irishcottageholidays.com,+353(0)12052777,Sandyford,53.275571606119605,-6.215979089271509,other
Extreme Ireland Walking and Hiking Tours,http://www.extremeireland.ie,+353(0)14100700,Firhouse,53.341051,-6.284898,tour
Pure Magic Kitesurfing,http://www.puremagic.ie,+353(0)18054912,Clontarf,53.363089,-6.1783779999999995,other
Tivoli Theatre,http://www.tivoli.ie,+353(0)14544472,Dublin City,53.342307999999996,-6.275879,theatre
Mill Theatre,http://www.milltheatre.ie,+353(0)12969340,Sandyford,53.288351,-6.243288,theatre
Chaplins Comedy Club,http://www.chaplinscomedy.com,,Dublin City,53.3461656259146,-6.257180283683731,club
Dundrum Coach Hire,,+353(0)12981533,Ballinteer,53.27666,-6.247775,other
Malahide Coaches,http://www.malahidecoaches.com,+353(0)18453809,Malahide,53.44985500000001,-6.141845,other
Tour Dublin,http://www.tourdublin.ie,+353(0)863551449,Dublin City,53.3473830781906,-6.2592700592244395,tour
Clasac,http://www.clasac.ie,+353(0)18363060,Clontarf,53.360651000000004,-6.230766,other
"Applied Language Centre, University College Dublin",http://www.ucd.ie/alc,+353(0)17167900,Belfield,53.306327,-6.220299,other
"Imaginosity, Dublin Children’s Museum",http://www.imaginosity.ie,+353(0)12176130,Sandyford,53.277381999999996,-6.216709,museum
Live Jazz - Le Basement Jazz Club,,+353(0)0872878755,Dublin City,53.344069999999995,-6.263403,club
Delfin English School,http://www.delfinschool.com/en/dublin/,+353(0)18722037,Dublin City,53.3535065248439,-6.26189053038024,school
Lynda Booth’s Dublin Cookery School,http://www.dublincookeryschool.ie,+353(0)12100555,Blackrock,53.2971545041549,-6.17876734722131,school
Draiocht,http://www.draiocht.ie,+353(0)18852622,Blanchardstown,53.390980000000006,-6.391863,other
Hotels Ireland,http://www.hotelsireland.com,+353(0)12933040,Dublin City,53.344320139703996,-6.26367450395689,hotel
Arena School of English,http://www.arenaschool.com,+353(0)14789202,Dublin City,53.3400890221908,-6.26561832846871,school
Hidden Dublin Walks Ltd.,http://www.hiddendublinwalks.com/,+(0)861580949,Dublin City,53.3455,-6.27811,other
Sandemans New Dublin Free Walking Tour,http://www.newdublintours.com/,,Dublin City,53.344014069643706,-6.26688753282678,tour
Excursions Ireland,http://www.excursionsireland.com,+353(0)18107697,Baldoyle,53.39570500000001,-6.145817,other
The Wicklow Mountains Bus Tour - Gray Line Tours,http://www.loveireland.com,+353(0)18980700,Dublin City,53.343599,-6.26098,tour
Walkabout Wicklow - Guided Walks and Tours in Ireland,http://www.walkaboutwicklow.com,+353(0)867929579,Rathfarnham,53.27464499999999,-6.26154,tour
The Ireland Whiskey Trail,http://www.irelandwhiskeytrail.com,,Dublin City,53.34934832999479,-6.2600489281620595,other
Book of Kells & National Gallery Tour - Art Impressions,http://www.artimpressions.ie,+353(0)833756668,Dublin City,53.3473830781906,-6.2592700592244395,art
Yeats: The Life and Works of William Butler Yeats,http://www.nli.ie/yeats,+353(0)16030277,Dublin City,53.341081,-6.254641,other
GAA Museum - Croke Park,http://crokepark.ie/gaa-museum-tours/gaa-museum,+353(0)18192323,Dublin City,53.36046127534679,-6.24995408794404,park
The National Wax Museum Plus,http://www.waxmuseumplus.ie,+353(0)16718373,Dublin City,53.3466684,-6.258873699999981,museum
The New Theatre,http://www.thenewtheatre.com,+353(0)876703361,Dublin City,53.344976,-6.266514,theatre
Alix Gardners Cookery School,http://www.dublincookery.com,+353(0)16681553,Ballsbridge,53.329643999999995,-6.2453330000000005,school
Dublinbikes,http://www.dublinbikes.ie,1850777070,Dublin City,53.347874773010794,-6.2517264613334795,other
The Cookery School@Donnybrook Fair,http://www.donnybrookfair.ie/thecookeryschool.asp,+353(0)16689674,Donnybrook,53.324268999999994,-6.24028,school
The Kitchen in the Castle,http://www.thekitcheninthecastle.com,+353(0)18396182,Howth,53.38610500000001,-6.079401,castle
The National Leprechaun Museum,http://www.leprechaunmuseum.ie/,+353(0)18733899,Dublin City Centre,53.347646999999995,-6.266653,museum
Dublin City University Conference and Events,http://www.dcuconferencesandevents.ie/,+353(0)17008037,Glasnevin,53.3852,-6.25836,other
Trinity College Dublin,http://www.tcd.ie/conferences/ConferenceBrochure/,+353(0)18964477,Dublin City,53.3443,-6.2544699999999995,other
IMI Conference Centre & Residence,http://www.imi.ie/,+353(0)12078411,Dublin City,53.275966000000004,-6.231596,other
UCD,http://www.ucd.ie/conferences,+353(0)17162189,Dublin City,53.3059,-6.221830000000001,other
O'Connor Coaches,http://www.oconnorcoaches.com,+353(0)18321711,Howth,53.383633999999994,-6.068586,other
Howth Guided Tours,http://www.howthguidedtours.com,+353(0)868967035,Howth,53.3879,-6.06935,tour
"Newman University Church, Our Lady Seat of Wisdom",http://newman.nd.edu/,+353(0)14759674,Dublin City,53.336624,-6.260616000000001,church
Ecocabs,http://www.ecocabs.ie,,Dublin City,53.3473830781906,-6.2592700592244395,other
The Jeanie Johnston,http://www.jeaniejohnston.ie,+353(0)14730111,Dublin City,53.3477690297964,-6.24599514363387,other
Dublin City Bike Tours,http://www.dublincitybiketours.com,+353(0)871341866,Dublin City,53.34998,-6.253322,tour
The Howth Horse & Carriage Co,http://www.howthhorseandcarriage.com,+353(0)872906357,Howth,53.388006192827795,-6.06638090223151,other
The Dublin City Pub Crawl,http://www.thedublincitypubcrawl.com/,+353(0)864020040,Dublin City,53.3473830781906,-6.2592700592244395,pub
Baking Academy of Ireland,http://www.bakingacademyireland.ie,+00353(0)18451214,Palmerstown,53.35799599999999,-6.379362,academy
Panoramic Ireland Photo Tours,http://www.panoramicireland.com/dublin,+353(0)862461890,Dublin City,53.3473830781906,-6.2592700592244395,tour
Butlers Chocolate Experience,http://www.butlerschocolates.com/uk/chocolateexperience,+353(0)16710599,Clonshaugh,53.404051,-6.2194449999999994,other
Farmleigh House,http://www.farmleigh.ie,+353(0)18155900,Castleknock,53.365152,-6.359980999999999,house
Ardgillan Castle and Victorian Gardens,http://www.ardgillancastle.ie,+353(0)18492212,Balbriggan,53.586000000000006,-6.16,castle
Yellow Brick Road,http://www.yellowbrickroad.ie,+353(0)18730177,Dublin City,53.34696700000001,-6.262363,other
Skerries Seatours,http://www.skerriesseatours.ie,+353(0)863043847,Skerries,53.5838,-6.10462,tour
The Doorway Gallery,http://thedoorwaygallery.com,+353(0)17645895,Dublin City,53.342249,-6.2563,gallery
The Little Museum of Dublin,http://www.littlemuseum.ie,+353(0)16611000,Dublin City,53.339601097358205,-6.25832756501233,museum
Dublin by Taxi,http://www.dublinbytaxi.com,+353(0)877920338,Dublin City,53.3497402023534,-6.2603590240203095,other
Big Smoke Writing Factory,http://www.bigsmokewritingfactory.com/index.php,+353(0)879766253,Dublin City,53.3340897762717,-6.2561896571342,other
"The Grange Gifts, Gallery and Garden",http://www.thegrangedublin.ie,+353(0)18078888,Oldtown/Ballyboughal,53.517139611345904,-6.2760616680860695,gallery
The Sporting Emporium Casino,http://www.thesportingemporium.com/,+353(0)17030600,Dublin City,53.34069054773501,-6.2595645190490306,sport
Shelbourne Park Greyhound Stadium,http://www.Shelbourneparkgreyhoundstadium.ie,+353(0)61448080,Harolds Cross,53.3408032169786,-6.23109380713197,park
Trails and Tales,http://www.trailsandtales.ie,+353(0)871213360,Sandyford,53.2710603,-6.3392515,other
Royal College of Physicians of Ireland,http://www.numbersix.ie,+353(0)16698800,Dublin City,53.341422385999,-6.25477703372962,other
College of Anaesthetists of Ireland,http://www.anaesthesia.ie,+353(0)12650600,Dublin City,53.3401981,-6.2480448,other
Exchange Dublin,,+353(0)116779264,Dublin City,53.344547463374205,-6.2683222629516395,exchange
Chester Beatty,http://www.chesterbeatty.ie,+353(0)14070750,Dublin City,53.34226875004929,-6.26747371045985,other
National Folklore Collection,http://www.ucd.ie/irishfolklore,+353(0)17168216,Belfield,53.3068074108006,-6.21882000000005,other
Brewery Hops of Ireland,http://www.breweryhops.com,+353(0)868382996,Dublin City,53.3516266185254,-6.26091733404405,other
Dublin Falconry,http://www.dublinfalconry.com/,+353(0)876341574,Balbriggan,53.5754870854103,-6.19939986254883,other
"Victorian People's Flower Gardens, Phoenix Park",http://www.phoenixpark.ie/visitorinformation/peoplesflowergardens/,+353(0)18213021,Dublin,53.3503853149467,-6.299662900847571,park
Barry Doyle Design Jewellers,http://www.barrydoyledesign.com,+353(0)16172838,Dublin City,53.342466788936605,-6.26448783312685,bar
Djinn Jewellery,,+353(0)14759919,Dublin City,53.336011743872604,-6.26524479476847,other
Irish Design Shop,http://www.irishdesignshop.com,+353(0)16798871,Dublin City,53.3428188712715,-6.26293709357071,shop
The Design Tower - Breda Haugh Jeweller,http://www.bredahaugh.com/design-tower/,,Dublin City,53.3411011209964,-6.23910230000001,tower
Golden Ireland Directory Limited,http://www.goldenireland.ie,+353(0)14454783,Dublin City,53.3883712276468,-6.254655433577679,other
Bike on Board.ie,http://www.bike-on-board.ie,+353(0)18867700,Santry,53.394692000000006,-6.249486,other
Dublin Bay Cruises,http://www.dublinbaycruises.com,+353(0)19011757,Dún Laoghaire,53.295611716397495,-6.1337826419066905,cruise
Original Irish Hotels,http://www.originalirishhotels.com,+353(0)12958900,Foxrock,53.276672572714205,-6.204413320718911,hotel
Celtic Campervans,http://www.celticcampervans.com,+353(0)872794927,The Ward,53.431201,-6.3349400000000005,other
Island Ferries,http://www.IslandFerries.net,+353(0)868459154,Howth,53.3886892001671,-6.06393754536895,ferries
City Powerboat,http://www.adventuretrainingireland.com/ati/Home.html,+353(0)14428234,Dublin City,53.34760214933021,-6.24604034804076,other
Breda Haugh Jeweller Designer,http://www.bredahaugh.com,+353(0)16705738,Dublin City,53.3419308599333,-6.2400964030448405,other
The Gaiety School of Acting,http://www.gaietyschool.com,+353(0)16799277,Dublin City,53.3446759734314,-6.26859261642459,school
Doheny & Nesbitt,http://dohenyandnesbitts.ie,+353(0)16762945,Dublin City,53.338038,-6.252872,other
Primrose Hill,,+353(0)16280373,Lucan,53.353489,-6.450529,other
Sixt Rent A Car,http://ie.sixt.com/,+353(0)18445691,Dublin Airport,53.42716705310989,-6.24446569246208,rent
The Ark,http://www.ark.ie,+353(0)16707788,Dublin City,53.34485086933989,-6.265151252778651,other
F. W. Sweny & Co. Ltd.,http://sweny.ie/site/,+353(0)858146713,Dublin,53.3418860212333,-6.250578475875041,other
City Assembly House,http://www.igs.ie/conservation/project/city-assembly-house-a-history,+353(0)16798675,Dublin City,53.341992287246796,-6.26245320001737,house
Malahide Charter Boat,http://www.FishAndTrips.ie,+353(0)864674411,Malahide,53.45523579209189,-6.15445564907372,art
Denny's Dublin Tours,http://www.dennysdublintours.com,+353(0)831003427,Dublin City,53.3473752087648,-6.259086442870281,tour
Walking Tours Of Dublin Now And Then,,+353(0)864084040,Dublin City,53.3426674889696,-6.2680235633079,tour
Wonderful Ireland Walking Holidays,http://www.walkingholiday.ie,+353(0)877613344,Dublin City,53.288403,-6.245794,other
365 Chauffeur Drive,http://www.365chauffeurdrive.ie,+353(0)871342012,Dublin City,53.3493830372357,-6.2601700553123,other
The Westbury Club,http://www.westburyclub.com,+353(0)18453488,Malahide,53.4522610783964,-6.153194328836089,club
Dun Laoghaire Community Tourist Office,http://www.visitdublin.com,+353(0)12806964,Dún Laoghaire,53.2944340269574,-6.13486609458163,tour
Classic Hymer Hire Ltd,http://www.classichymerhire.com/,+353(0)872538003,Brittas,53.2279253999991,-6.44755122007791,other
Dun Laoghaire Marina,http://www.dlmarina.com,+353(0)12020040,Dún Laoghaire,53.295979200000005,-6.1370888,other
Senza Meta La Dublino dei Dublinesi  - Out and About,http://www.senzameta.org,+353(0)851565429,Dublin City,53.3496103930321,-6.2601700553123,other
Arbutus Garden Tours,http://www.arbutusgardentours.ie,+353(0)91882125,Ranelagh,53.3656392193716,-6.29209543788908,garden
Art tours incl. Book of Kells: Art Impressions,http://www.artimpressions.ie,+353(0)833756668,Dublin City,53.3473830781906,-6.2592700592244395,art
"Smock Alley Theatre, 1662",http://www.smockalley.com,+353(0)16770014,Dublin City,53.3449333,-6.2688625,theatre
Irish Whiskey Museum,http://www.irishwhiskeymuseum.ie,+353(0)15250970,Dublin City,53.34424924144629,-6.259589373016289,museum
Dublin Craic Tour - My Irish Guide,http://www.dublincraictour.ie,+353(0)872193151,Dublin City,53.339095900000004,-6.2576348,tour
Zoological Museum,http://www.tcd.ie/Zoology/museum/,+353(0)18961366,Trinity College,53.34318100000001,-6.251858,museum
Dublino Nascosta,http://www.dublinonascosta.it,+353(0)864427490,Dublin City,53.3453926,-6.2630214,other
The Workman's Club,http://theworkmansclub.com,+353(0)16706692,Dublin City,53.345416,-6.266483200000001,club
Kelly Hood Art Studio,http://www.kellyhood.com,+353(0)872249200,59 South William Street,53.3422940526995,-6.26222965763736,art
The Bernard Shaw,http://www.thebernardshaw.com,+353(0)14758664,Dublin City Area South,53.3317086929397,-6.26452950244674,other
Traditional Irish Experience,http://www.discoverdublin.ie,,Dublin City,53.346741957698896,-6.258477339286849,other
My Irish Landscape,http://www.myirishlandscape.ie,+353(0)872544443,Rathfarnham,53.275084561479794,-6.30269330200053,other
Irish Centre for Cycling,https://irishcentreforcycling.ie/,+353(0)18168345,Malahide,53.44484070218161,-6.16451444031986,other
The Dublin Cityscape Tour - Quicktours,http://www.cityscapetours.ie,+353(0)14659972,Dublin City,53.3475799,-6.3886862,tour
Trailwalkers Ireland Ltd.,http://www.trailwalkersireland.ie/,+353(0)872715656,Skerries,53.2790414,-6.3302004,other
Olivier Cornet Gallery,http://www.oliviercornetgallery.com,+353(0)872887261,Dublin City,53.3552861483208,-6.26248254701306,gallery
James Joyce Centre Footsteps of Leopold Bloom Tour,http://www.jamesjoyce.ie,+353(0)18788547,Dublin City,53.3540765,-6.2601571999999805,tour
James Joyce Centre Joyce Circular Tour,http://www.jamesjoyce.ie,+353(0)18788547,Dublin City,53.3540765,-6.2601571999999805,tour
James Joyce Centre Dubliners Tour,http://www.jamesjoyce.ie,+353(0)18788547,Dublin City,53.3540765,-6.2601571999999805,tour
BLOCK T,,+353(0)15351014,Dublin City,53.34753570000001,-6.2794985,other
Centre for Creative Practices,http://www.cfcp.ie,+353(0)17995416,Dublin City,53.336490000000005,-6.2524207,other
Camp and Curise Motor Homes,http://www.campandcruise.ie/,+353(0)18623860,Blanchardstown,53.411259614159995,-6.23937026472162,other
Taste of Dublin - See Dublin by Bike,http://www.seedublinbybike.ie,+353(0)876955976,Dublin City,53.3419644759931,-6.263863716602369,other
The History Tour - Photowalk Dublin,http://www.photowalkdublin.ie,+353(0)868505155,Dublin City,53.3466836,-6.291819,tour
The Georgian Tour - Photowalk Dublin,http://www.photowalkdublin.ie,+353(0)16585866,Dublin City,53.344476,-6.259396,tour
Dockland Tour - Photowalk Dublin,http://www.photowalkdublin.ie,+353(0)16585866,Dublin City,53.348656000000005,-6.2287550000000005,tour
Wild Wicklow Tours,http://www.wildwicklow.ie/,+353(0)12801899,Dublin City,53.343610999999996,-6.261018,tour
Abbey Theatre Tours,http://www.abbeytheatre.ie,+353(0)18787222,Dublin City,53.34854,-6.2571069999999995,theatre
Na Píobairí Uilleann,http://www.pipers.ie,+353(0)18730093,Dublin City,53.3493606218099,-6.2601807841483605,other
Sandemans New Dublin,http://www.newdublintours.com/,,Dublin City,53.345416788056895,-6.266485201474549,other
Cliffs Of Moher - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003000000006,-6.250291000000001,tour
"Cork, Blarney Castle & Queenstown Tour -Railtours Ireland First Class!",http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003000000006,-6.250291000000001,castle
The Ring of Kerry Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003000000006,-6.250291000000001,tour
Titanic and Belfast City Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003000000006,-6.250291000000001,tour
Wicklow Mountaineer Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003000000006,-6.250291000000001,tour
Cork and Blarney Castle Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003000000006,-6.250291000000001,castle
Connemara & The Wild Atlantic Way Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003000000006,-6.250291000000001,tour
Dublin Highlights & Hidden Corners Tour - Pat Liddys Walking Tours,http://www.walkingtours.ie,+353(0)18329406,Dublin City,53.350498869241505,-6.26074684357456,tour
Waterford Crystal & Kilkenny City Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003000000006,-6.250291000000001,tour
Best of Dublin Walking Tour - Pat Liddy Walking Tours,http://www.walkingtours.ie,+353(0)18329406,Dublin City,53.350498869241505,-6.26074684357456,tour
12 Henrietta Street,http://thedrawingroom.ie/,+353(0)862746153,Dublin City,53.3524569,-6.2705757,other
The Lansdowne Hotel,http://www.TheIRishHouseParty.com,+353(0)834569781,Dublin City,53.33224250000001,-6.241315,hotel
The Copper House Gallery,http://www.thecopperhousegallery.com,+353(0)15354332,Synge Street,53.3347332474765,-6.26777025165938,house
The Seamus Ennis Arts Centre,http://www.tseac.ie,+353(0)18020931,Naul,53.585801127722505,-6.28937168465574,art
Viking Theatre,http://www.vikingtheatredublin.com,+353(0)871129970,Clontarf,53.359109600000004,-6.1956987,theatre
MART Gallery,http://www.mart.ie,+353(0)15159692,Rathmines,53.324415032745,-6.26515248776627,art
The Library Project,http://library.photoireland.org/,+353(0)876856169,Dublin City,53.3456191875751,-6.2639193073403,library
Samuel Beckett Theatre,http://www.tcd.ie/Beckett-Theatre,+353(0)16961334,Dublin City,53.343793500000004,-6.254571599999999,theatre
The Chocolate Factory,http://www.chocolatefactory.ie/,+353(0)876842134,Dublin City,53.3514264631315,-6.2677033809855995,other
Newgrange & Hill of Tara Tour - Gray Line Tours,https://loveireland.com/,+353(0)18980700,Dublin City,53.3478518902364,-6.259606708984389,tour
RUA RED South Dublin Arts Centre,http://www.ruared.ie,+353(0)14515860,Tallaght,53.34980529999999,-6.2603097000000005,art
DC Music Club,http://www.musiclee.ie,+353(0)876825306,Dublin City,53.33636429999999,-6.2687425,club
Sol Art Gallery,http://www.solart.ie,+353(0)16750972,Dublin City,53.342076067992494,-6.25783793558196,art
Dublin a Pied,http://www.eirewalk.com,+353(0)877595378,Dublin City,53.3493606218099,-6.2601807841483605,other
Gleeson Hall,http://www.dit.ie/conservatory/,+353(0)14027857,Dublin City,53.33683739999999,-6.2679556,other
Celts & Castles Tours - Hilltop Treks,http://www.hilltoptreks.ie,+353(0)877849599,Dublin City,53.2774703,-6.3488718,castle
New Acropolis,http://www.acropolis.ie,+353(0)14968310,Rathmines,53.3282596,-6.2648038,other
Powerscourt Theatre,http://www.powerscourttheatre.com,+353(0)16111060,Dublin City,53.3422407,-6.261794,theatre
Aran Islands - 2 Day Tour Quicktours,http://www.quicktours.ie,+353(0)14659972,Dublin City,53.3455498280955,-6.25923664657511,tour
Day Tour to the Aran Islands & Wild Atlantic Way - Quicktours,http://www.quicktours.ie,+353(0)14659972,Dublin City,53.3455498280955,-6.25923664657511,tour
Kilkenny City & Wicklow Mountains - Wild Rover Tours,http://wildrovertours.com/,+353(0)12845560,Dublin City,53.34980529999999,-6.2603097000000005,tour
Kildare & Wicklow Heritage Tour - Quicktours,http://www.quicktours.ie,+353(0)14659972,Dublin City,53.3455498280955,-6.25923664657511,heritage
Wild Atlantic Way 1 Day Coach Tour - Quicktours,http://www.quicktours.ie,+353(0)14659972,Dublin City,53.3455498280955,-6.25923664657511,tour
Wild Atlantic Way featuring Loop Head Peninsula,http://www.quicktours.ie,+353(0)14659972,Dublin City,53.3455498280955,-6.25923664657511,other
"Bunratty Castle & Folk Park, The Burren & Cliffs of Moher",http://www.quicktours.ie,+353(0)14659972,Dublin City,53.3455498280955,-6.25923664657511,park
"Cliffs of Moher, Wild Atlantic Way & Galway City - Wild Rover Tours",http://wildrovertours.com,+353(0)12845560,Dublin City,53.3493606218099,-6.2601807841483605,tour
"Bunratty Castle, Burren & Cliffs of Moher - Quicktours",http://www.quicktours.ie,+353(0)14659972,Dublin City,53.3455498280955,-6.25923664657511,castle
Malahide Castle & Coastal Tour - City Sightseeing Dublin,https://loveireland.com/,+353(0)18980700,Dublin City,53.347941555042404,-6.25967108200075,castle
Eirewalk,http://www.eirewalk.com,+353(0)894337793,Dublin City,53.3493606218099,-6.2601807841483605,other
Theatre Upstairs,http://www.theatreupstairs.ie,+353(0)857727375,Dublin City,53.3478927,-6.2576408,theatre
Meeting House Square,http://www.meetinghousesquare.ie/,+353(0)16772255,Dublin City,53.3448414379854,-6.2653463195739505,house
U2's Dublin - See Dublin by Bike,http://www.seedublinbybike.ie,+353(0)876955976,Dublin City,53.3419644759931,-6.263863716602369,other
Cliffs of Moher - Paddywagon Tours,http://www.paddywagontours.com,+353(0)18230822,Dublin City,53.34970799999999,-6.253413,tour
Giant's Causeway Tour - Paddywagon Tours,http://www.paddywagontours.com,+353(0)18230822,Dublin City,53.34970799999999,-6.253413,tour
Blarney Cork and Cobh Tour - Paddywagon Tours,http://www.paddywagontours.com,+353(0)18230822,Dublin City,53.34970799999999,-6.253413,tour
The Belfast  Tour - Paddywagon Tours,http://www.paddywagontours.com,+353(0)18230822,Dublin City,53.34970799999999,-6.253413,tour
The Kilkenny Tour - Paddywagon Tours,http://www.paddywagontours.com,+353(0)18230822,Dublin City,53.34970799999999,-6.253413,tour
Galway and Connemara Tour - Paddywagon Tours,http://www.paddywagontours.com,+353(0)18230822,Dublin City,53.34970799999999,-6.253413,tour
The Kerry  Tour - Paddywagon Tours,http://www.paddywagontours.com,+353(0)18230822,Dublin City,53.34970799999999,-6.253413,tour
Pat Liddy's Walking Tours of Dublin Ltd,http://www.walkingtours.ie,+353(0)18329406,Dublin City,53.350498869241505,-6.26074684357456,tour
Giant's Causeway and G.O.T. locations tour - Extreme Ireland,http://www.irishdaytours.ie/tour/giants-causeway-tour,+353(0)863169788,Dublin City,53.3443425,-6.2596291,tour
Cork and Blarney Day Tour - Extreme Ireland,http://www.irishdaytours.ie/tour/cork-blarney-tour/,+353(0)863169788,Dublin City,53.3443425,-6.2596291,tour
Connemara Day Tour - Extreme Ireland,http://www.irishdaytours.ie/tour/connemara-tour/,+353(0)863169788,Dublin City,53.3443425,-6.2596291,tour
Cliffs of Moher Day Tour - Extreme Ireland,http://www.irishdaytours.ie/tour/cliffs-of-moher-tour/,+353(0)863169788,Dublin City,53.3443425,-6.2596291,tour
The Celtic Boyne Valley Day Tour - Extreme Ireland,http://www.irishdaytours.ie/tour/celtic-boyne-valley/,+353(0)863169788,Dublin City,53.3443425,-6.2596291,tour
Belfast city and Titanic tour - Extreme Ireland,http://www.irishdaytours.ie/tour/belfast-tour,+353(0)863169788,Dublin City,53.3443425,-6.2596291,tour
The Gravediggers Ghostbus - Extreme Ireland,http://www.extremeireland.ie/,+353(0)863169788,Dublin City,53.3443425,-6.2596291,other
Sandycove Beach,,,Dún Laoghaire,53.2876076291161,-6.11602999204762,beach
Killiney  Hill,http://www.dlrcoco.ie/parks/killiney.html,+353(0)12047275,Dalkey,53.2703464044806,-6.107273729205871,other
Customised Jogging Tour - Sight Jogging Dublin,http://www.sightjoggingdublin.com,+353(0)862002480,Dublin City,53.3398811,-6.2605801,tour
Literary Walking Tour Dublin,http://www.sightwalkingdublin.com,+353(0)862002480,Dublin City,53.3401439,-6.251688,tour
City Highlights Walking Tour- Dublin,http://sightwalkingdublin.com/,+353(0)862002480,Dublin City,53.34901800000001,-6.260023,tour
City Highlights Jogging Tour,http://www.sightjoggingdublin.com,+353(0)862002480,Dublin City,53.3398811,-6.2605801,tour
Racing Tours Ireland,http://www.racingtoursireland.com,+353(0)868591695,Killiney,53.343653213616705,-6.26048162118377,tour
Hilltop Treks Walking Tours,http://www.hilltoptreks.ie,+353(0)877849599,Firhouse,53.2774703,-6.3488718,tour
Musical Pub Crawl,https://www.musicalpubcrawl.com/,+353(0)14758345,Dublin City,53.345385678881996,-6.261713364418019,pub
Corporate Chauffeurs,http://corporatechauffeurs.ie/tours/,+353(0)872767660,Dublin City,53.3262954603074,-6.3223488766601506,other
Dublin Mini Coaches & Chauffeur Drive - Day Tours,,,Dublin City,53.33053,-6.348129,tour
The LAB Gallery,http://www.thelab.ie,+353(0)12225455,Dublin City,53.35152714736871,-6.25321559174881,gallery
Joyce and the Irish Literary Revival Tour,http://www.jamesjoyce.ie,+353(0)18788547,Dublin City,53.3540765,-6.2601571999999805,tour
Dublin Pedal Tours,http://www.dublinpedaltours.com/,+353(0)868577909,Dublin City,53.347069999999995,-6.25398,tour
Trace your Irish Ancestors and Heritage Tour - LetzGo City Tours,http://www.letzgocitytours.com/dublin/,+353(0)12548650,Dublin City,53.32443789999999,-6.328168199999929,heritage
HikingIreland.ie,http://www.hikingireland.ie,+353(0)866030482,Lusk,53.5224747,-6.1712382,other
"Guinness, Whiskey and Temple Bar Highlights Tour - LetzGo Tours",,+353(0)12548650,Dublin City,53.32443789999999,-6.328168199999929,bar
Early Access Book of Kells  & Dublin Castle Tour - LetzGo City Tours,http://www.letzgocitytours.com/dublin/,+353(0)12548650,Dublin City,53.32443789999999,-6.328168199999929,castle
Border Tours,http://www.bordertours.ie,+353(0)4780568,Dublin City,53.341696,-6.250049,tour
Butlers Chocolate Experience Tour,http://www.butlerschocolates.com/uk/chocolateexperience,+353(0)16710599,Clonshaugh,53.404051,-6.2194449999999994,tour
1916 Freedom Tour,http://www.1916tour.ie,+353(0)15311916,Dublin City,53.339138324502,-6.25036385533451,tour
Payless Car Rental Ireland,https://www.payless.ie,+353(0)15240803,Dublin Airport,53.4209848,-6.2241273,rent
The Story Bus,http://www.thestorybus.com,+353(0)851890191,Clondalkin,53.3184057798376,-6.37196779119869,other
Tour of Smock Alley Theatre,http://www.smockalley.com,+353(0)16770014,Dublin City,53.3449333,-6.2688625,theatre
Dublin Now  Walking Tour,http://www.sightwalkingdublin.com,+353(0)862002480,Dublin City,53.3401439,-6.2516888,tour
Burrow Beach Green Coast Award 2019,http://www.cleancoastsireland.org,,Sutton,53.3925262089564,-6.1056151866943,beach
Public Art Walking Tours,http://www.publicartwalkingtours.ie,+353(0)879803018,Dublin City,53.336898,-6.2597652,pub
DGallery,http://www.dgallery.ie,+353(0)851479802,Kilmainham,53.346235899525496,-6.308343440336549,gallery
Dun Laoghaire Walking Tours,http://www.walkdunlaoghaire.com,+353(0)860777848,Dún Laoghaire,53.294869999999996,-6.13428,tour
IBAT College Dublin English Language School,http://www.ibat.ie,+353(0)18075055,Dublin City,53.3454818293241,-6.2657240105644405,school
ATC Language & Travel,http://www.atclanguageschools.com,,Dublin City,53.341245787339105,-6.2633045650123895,other
The Lazy Bike Tour Company Limited,http://www.lazybiketours.com,+353(0)14433671,Dublin City,53.3446208,-6.2689166,tour
The Irish Rock 'N' Roll Museum Experience,http://www.irishrocknrollmuseum.com,+353(0)861303139,Temple Bar,53.344865000000006,-6.2645992999999995,museum
Jackpot Slot Club,http://www.jackpot.ie,+353(0)14785858,Dublin City,53.3493606218099,-6.2601807841483605,club
Colossus Casino Club,http://www.colossus.ie,+353(0)14785858,Dublin City,53.3493606218099,-6.2601807841483605,club
Cliffs of Moher Tour - Gray Line Tour,https://www.cliffsofmohershuttle.ie/,+353(0)18980700,Dublin City,53.34858829999999,-6.2595458,tour
