X,Y,OBJECTID,stop_name,stop_code,routes_served
-6.210957104,53.36033617,1088,Clontarf Road (Castle Avenue),1734,130
-6.214424567,53.36113412,1089,Styles Road,1735,130
-6.216907106,53.36213297,1090,Saint Lawrence Road,1736,130
-6.219657404,53.36283916,1091,Saint Lawrence Road,1737,130
-6.223989418,53.36345199,1092,Clontarf Road Junction Alfie Byrne Road,1738,"130, 32X"
-6.226511215,53.36387599,1093,Clontarf Road (at DART Station),1739,130
-6.226831143,53.36413241,1094,Clontarf Road (at DART Station),1740,130
-6.220818215,53.36310814,1095,Clontarf Road Junction Strandville Avenu,1741,"130, 32X"
-6.2164874,53.36210873,1096,Saint Lawrence Road,1742,130
-6.213856593,53.3610627,1097,Styles Road,1743,130
-6.208778715,53.36033045,1098,Clontarf Road (Castle Avenue),1744,"104, 130"
-6.205699017,53.36032013,1099,Clontarf Road (near Scoil Uí Chonaill),1745,"104, 130"
-6.202741715,53.36025765,1100,Oultan Road,1746,"104, 130"
-6.196816613,53.35931438,1101,Clontarf Road at Church,1747,"104, 130, 32X"
-6.193451127,53.35824781,1102,Vernon Court,1748,"104, 130"
-6.190538067,53.3585632,1103,Clontarf Bus Garage,1749,"104, 130, 32X"
-6.177793694,53.36885849,1104,Thornhill Lane,1750,130
-6.185828539,53.35978599,1105,Conquer Hill Road,1751,130
-6.181897643,53.3610654,1106,Seaview Point,1752,130
-6.179645547,53.36208269,1107,Dollymount Park,1753,130
-6.1767636,53.36412395,1108,Dollymount Avenue,1754,130
-6.18709938,53.36630377,1109,Seapark Apartments,1755,130
-6.182838563,53.3672007,1110,Mount Prospect Ave (Dollymount Ave),1756,130
-6.182222092,53.36862043,1111,Park Lawn,1757,130
-6.175376042,53.36811148,1112,Baymount Park,1758,130
-6.174297216,53.36592882,1113,Clontarf Road (near Mount Prospect Ave),1759,130
-6.187729587,53.36597179,1114,Seapark Road (Mount Prospect Avenue),1760,130
-6.188015928,53.36382796,1115,Seapark Road (Seafield Road),1761,130
-6.191235199,53.36374198,1116,Seafield Road East (Seafield Avenue),1762,130
-6.195369755,53.3643978,1117,Vernon Avenue,1763,130
-6.195560504,53.36592867,1118,Black Heath Court,1764,"104, 130"
-6.202356124,53.36656154,1119,Blackheath Grove,1765,"104, 130"
-6.204867844,53.36508035,1120,Blackheath Grove,1766,104
-6.205220676,53.3638363,1121,Clontarf Castle,1767,"104, 130"
-6.181910632,53.36887634,1122,Mount Prospect Avenue,1769,130
-6.18279848,53.36708324,1123,Mount Prospect Avenue,1770,130
-6.185232123,53.36604169,1124,Saint Gabriel's Road,1771,130
-6.205034166,53.36505589,1125,Saint John The Baptist Cemetery,1772,130
-6.203397914,53.36680193,1126,Blackheath Park,1773,"104, 130"
-6.197566395,53.36611179,1127,Blackheath Park (Blackheath Avenue),1774,"104, 130"
-6.195173017,53.36443077,1128,Vernon Avenue,1775,130
-6.191875589,53.36387752,1129,Seafield Road East (Seafield Avenue),1776,130
-6.191033829,53.36530287,1130,Seafield Avenue,1777,130
-6.189145348,53.36660448,1131,Mount Prospect Avenue (Mount Prospect Park),1778,130
-6.198171651,53.3823895,1132,Gracefield Road,1782,27A
-6.195947538,53.38379401,1133,Saint Brendan's School,1783,27A
-6.192965989,53.38462075,1134,Gorsefield Court,1784,27A
-6.191593568,53.38259561,1135,McAuley Drive,1785,27A
-6.192235402,53.38199414,1136,Ribh Road,1786,27A
-6.178791408,53.39161382,1137,Millbrook Road (Tonlegee Road),1788,27A
-6.178573065,53.394262,1138,Millbrook Road,1789,27A
-6.181945192,53.39664134,1139,GAA Sports Ground,1791,27A
-6.178529386,53.3935243,1140,Millbrook Road,1792,27A
-6.178683538,53.39167509,1141,Millbrook Road (Tonlegee Road),1793,27A
-6.179421958,53.36944061,1142,Thornhill Lane,1794,130
-6.296853484,53.3614942,1143,Cabra Road,1795,"38, 38A, 38B, 38D"
-6.191146716,53.38178889,1144,McAuley Park,1796,27A
-6.191706317,53.38312762,1145,McAuley Drive,1797,27A
-6.194524865,53.3843747,1146,Ainninn Drive,1798,27A
-6.196655118,53.38305868,1147,Mask Crescent,1799,27A
-6.199227449,53.38230656,1148,Gracefield Road,1800,27A
-6.202229069,53.38242372,1149,Gracefield Road,1801,27A
-6.294512318,53.36142481,1150,Cabra Road (Carnlough Road),1802,"38, 38A, 38B, 38D"
-6.294148689,53.3615005,1151,Cabra Road (Carnlough Road),1803,"38, 38A, 38B, 38D"
-6.297299328,53.36161741,1152,Cabra Road,1804,"38, 38A, 38B, 38D"
-6.297543202,53.36115351,1153,Dunard Estate,1805,"39, 39A, 70"
-6.302581002,53.362933,1154,Navan Road,1806,"38, 38A, 38B, 38D, 39, 39A, 70"
-6.339247862,53.37441426,1155,Navan Road (Old Race Course),1807,"38, 38A, 38B, 38D, 39, 39A, 70"
-6.334475728,53.37307146,1156,Navan Road (Old Race Course),1847,"38, 38A, 38B, 38D, 39, 39A, 70"
-6.303002935,53.36328055,1157,Navan Road,1905,"38, 38A, 38B, 38D, 39, 39A, 70"
-6.297060523,53.36120055,1158,Cabra Cross,1906,"39, 39A, 70"
-6.293806769,53.35990473,1159,Railway Bridge,1907,"39, 39A, 70"
-6.291241417,53.3586816,1160,Cabra Drive,1908,"39, 39A, 70"
-6.288503693,53.35688969,1161,Prussia Street,1909,"39, 39A, 70"
-6.288305004,53.35659922,1162,Drumalee Estate,1911,"37, 39, 39A, 70"
-6.291777668,53.35879713,1163,Cabra Drive,1913,"39, 39A, 70"
-6.29480137,53.36020657,1164,Old Cabra Road,1914,"39, 39A, 70"
-6.26552496,53.34412734,1165,Dame Street,1934,"123, 150, 151, 27, 49, 54A, 56A, 77A"
-6.2683289,53.34387147,1166,Carnegie Centre,1935,"123, 13, 40, 747"
-6.273064882,53.34300535,1167,High Street,1937,"123, 13, 40"
-6.276760609,53.34297789,1168,Thomas Street (John Street),1938,"123, 13, 40"
-6.280649657,53.34299805,1169,Thomas Street (St. Catherine's Lane),1939,"123, 13, 40"
-6.285719338,53.34353838,1170,James Street,1940,"123, 13, 40"
-6.28916641,53.34334519,1171,James Street,1941,"123, 13, 40"
-6.294616719,53.34225477,1172,Saint James Hospital,1942,"13, 40"
-6.298331356,53.34137305,1173,Mount Brown,1943,"13, 40"
-6.303600396,53.34067511,1174,Old Kilmainham,1944,"13, 40"
-6.309657381,53.34055436,1175,Emmett Road,1945,"13, 40"
-6.316342468,53.34011859,1176,Emmet Road,1946,"13, 40, 68"
-6.317946186,53.33981764,1177,Emmet Road,1947,"13, 40, 68"
-6.321970905,53.33866992,1178,Tyrconnell Road,1948,"13, 68, 69"
-6.323588063,53.33764106,1179,Tyrconnell Road,1949,"13, 68, 69"
-6.325964118,53.33602062,1180,Church,1950,"13, 68, 69"
-6.329095205,53.33313442,1181,Lansdowne Valley Park,1951,"13, 68, 69"
-6.330223512,53.33154136,1182,Lansdowne Valley Park,1952,"13, 68, 69"
-6.332070615,53.32999429,1183,Entrance to Bluebell,1953,"13, 68, 69"
-6.334791003,53.32876498,1184,Naas Road,1954,"13, 68, 69"
-6.337901008,53.32793651,1185,Carriglea Industrial Estate,1955,"13, 68, 69"
-6.343847442,53.32635643,1186,Naas Road (Kylemore Road),1956,"13, 68, 69, 69X"
-6.344893947,53.32646983,1187,Naas Road (Kylemore Road),1981,"13, 68, 69"
-6.342028791,53.32718503,1188,Naas Road (Kylemore Road),1982,"13, 51X, 68, 69, 69X"
-6.333636531,53.32949487,1189,Naas Road,1984,"13, 68, 69"
-6.329433784,53.33292345,1190,Lansdowne Valley Park,1985,"13, 68, 69"
-6.327207538,53.33532801,1191,Tyrconnell Road,1986,"13, 68, 69"
-6.325861755,53.33633377,1192,Oblate of Mary Immaculate Church,1987,"13, 68, 69"
-6.322887653,53.33826936,1193,Oblate Church,1988,"13, 68, 69"
-6.319049634,53.33963546,1194,Camac Close,1989,"13, 40, 68"
-6.314676564,53.34047257,1195,Emmet Road,1990,"13, 40, 68"
-6.309097767,53.34065429,1196,Emmett Road,1992,"13, 40, 68"
-6.304764717,53.34085345,1197,Old Kilmainham,1993,"13, 40"
-6.299365591,53.34142375,1198,Saint James's Hospital,1994,"13, 40"
-6.293203576,53.34266599,1199,Ewington Lane,1995,"123, 13, 40"
-6.288466943,53.34355986,1200,James Street,1996,"123, 13, 40"
-6.285477731,53.34357087,1201,James Street,1997,"123, 13, 40"
-6.280493772,53.34313961,1202,Thomas Street (St. Catherine's Lane),1998,"123, 13, 40"
-6.276574691,53.34311902,1203,Junction Francis Street,1999,"123, 13, 40"
-6.273653305,53.34331047,1204,Saint Audeon's Church,2001,"123, 13, 40"
-6.269414006,53.34377935,1205,Lord Edward Street,2002,"123, 13, 27, 40, 49, 747, 77A, 77X"
-6.268262305,53.34403229,1206,Lord Edward Street,2003,"150, 54A, 56A"
-6.209932043,53.30304796,1207,Fosters Avenue (Stillorgan Road),2071,"17, 47"
-6.212741113,53.30189465,1208,Foster's Avenue (North Avenue),2072,"17, 47"
-6.213008399,53.30196158,1209,Foster's Avenue (North Avenue),2082,"17, 47"
-6.209620107,53.3033309,1210,Fosters Avenue (Stillorgan Road),2083,"17, 47"
-6.211628262,53.30554517,1211,UCD Belfield Bridge,2084,"116, 118, 145, 17, 46A, 46E, 47, 7B, 7D"
-6.220171156,53.31517352,1212,R.T.E. Televison Studios,2085,"17, 27X, 47"
-6.214735259,53.31811232,1213,Nutley Lane,2086,"17, 27X, 47"
-6.212815809,53.3205823,1214,Merlyn Park,2087,47
-6.216075174,53.31729646,1215,Nutley Lane (Saint Vincent's Hospital),2088,"27X, 47"
-6.219730927,53.31529279,1216,Elm Park Golf Club,2089,"27X, 47"
-6.289898914,53.33479903,1217,Coombe Maternity Hospital,2094,"151, 27, 56A, 77A"
-6.302456103,53.32902827,1218,Crumlin College,2095,"151, 27, 56A, 77A"
-6.306787837,53.32807418,1219,Crumlin Road,2096,"151, 27, 56A, 77A"
-6.309711157,53.32742356,1220,Iveagh Gardens,2097,"151, 27, 56A, 77A"
-6.316602238,53.32551667,1221,Crumlin Road (Cooley Road),2099,"151, 27, 56A, 77A"
-6.318186703,53.32492783,1222,Crumlin Childrens Hospital,2101,"151, 18, 27, 56A, 77A"
-6.326217273,53.32418692,1223,Drimnagh Road (Slievebloom Road),2102,"123, 151, 18, 27, 56A, 77A"
-6.329977414,53.32208249,1224,Shopping Centre,2103,"123, 27, 77A"
-6.3375871,53.32365383,1225,Long Mile Road,2105,"151, 18, 56A"
-6.339198779,53.32390099,1226,Long Mile Road,2181,"151, 18, 56A"
-6.335158564,53.32395252,1227,Walkinstown Parade,2182,"151, 18, 56A"
-6.330532606,53.32170377,1228,Walkinstown Road (Kilnamanagh Road),2183,"123, 27, 77A"
-6.329116442,53.32298721,1229,Walkinstown Road (Kilnamanagh Road),2184,"123, 27, 77A"
-6.327565509,53.32425975,1230,Drimnagh Road (Slievebloom Road),2185,"123, 151, 18, 27, 56A, 77A"
-6.312523329,53.32692409,1231,Raphoe Road,2186,"151, 27, 56A, 77A"
-6.307254771,53.32803587,1232,Iveagh Grounds,2187,"151, 27, 56A, 77A"
-6.302906976,53.32901671,1233,Crumlin College,2188,"151, 27, 56A, 77A"
-6.30005776,53.3296862,1234,Crumlin Shopping Centre,2189,"151, 27, 56A, 77A"
-6.292300407,53.33294594,1235,Dolphin's Barn,2190,"151, 17, 27, 56A, 77A, 77X"
-6.310428253,53.34802536,1236,Sarah Place,2191,"25, 26, 66, 66A, 66B, 67"
-6.315641069,53.3472452,1237,U.C.D Boat Club,2192,"25, 26, 66, 66A, 66B, 67"
-6.32342562,53.34637515,1238,Garda Boat Club,2193,"25, 26, 66, 66A, 66B, 67"
-6.328389643,53.34618414,1239,Sports Grounds,2194,"25, 26, 66, 66A, 66B, 67"
-6.337589993,53.34674411,1240,Chapelizod School,2195,"25, 26, 66, 66A, 66B, 67"
-6.341600649,53.34789646,1241,Kings Hall,2196,"25, 26, 66, 66A, 66B, 67"
-6.346727202,53.34816535,1242,Lucan Road (Chapelizod Hill Rd),2197,"25, 26, 66, 66A, 66B, 67"
-6.351063289,53.35062514,1243,Lucan Road (Belgrove Park),2198,"25, 26, 66, 66A, 66B, 67"
-6.355893866,53.35195911,1244,Old Lucan Road,2199,76
-6.352954497,53.35027377,1245,Chapelizod By Pass Bridge,2200,"25, 26, 66, 66A, 66B, 67, 76, 76A"
-6.355683327,53.35196519,1246,Lucan Road,2243,"25, 26, 66, 66A, 66B, 67, 76, 76A"
-6.351594061,53.35088414,1247,Lucan Road (Belgrove Park),2244,"25, 26, 66, 66A, 66B, 67"
-6.348269198,53.349463,1248,Lucan Road (Laurence Brook),2245,"25, 26, 66, 66A, 66B, 67"
-6.343642702,53.34830233,1249,Chapelizod Bridge,2246,"25, 26, 66, 66A, 66B, 67"
-6.336282916,53.34675286,1250,Chapelizod School,2247,"25, 26, 66, 66A, 66B, 67"
-6.327858614,53.34632051,1251,Sports Grounds,2248,"25, 26, 66, 66A, 66B, 67"
-6.321121438,53.34653149,1252,Neptune Rowing Club,2249,"25, 26, 66, 66A, 66B, 67"
-6.315303016,53.34743816,1253,Salmon Pool,2250,"25, 26, 66, 66A, 66B, 67"
-6.310965135,53.34812284,1254,Islandbridge Park Gate,2251,"25, 26, 66, 66A, 66B, 67"
-6.238246875,53.36022987,1255,Annesley Bridge,2255,53
-6.235635137,53.35834872,1256,Portside Court,2256,53
-6.238180255,53.35638197,1257,West Road,2257,53
-6.23798152,53.35464433,1258,Saint Joseph's Church,2258,53
-6.236705548,53.35352893,1259,Church Road,2259,53
-6.235020247,53.35177829,1260,Church Road,2260,53
-6.232400881,53.35263832,1261,Church Court Estate,2261,53
-6.226580589,53.35352268,1262,Merchants Road,2262,53
-6.222593783,53.35113542,1263,Dublin Graving Docks,2264,53
-6.21984838,53.35104955,1264,Alexandra Road (Branch Road),2265,53
-6.21494459,53.35085045,1265,Branch Road South,2266,53
-6.203325616,53.35030754,1266,Breakwater Road South,2269,53
-6.195604403,53.34568793,1267,Irish Ferries Terminal,2270,53
-6.203616132,53.35018608,1268,Alexandra Road,2274,53
-6.227892551,53.3541264,1269,Docklands Innovation Industrial Park,2277,"151, 53"
-6.229740457,53.35448639,1270,Bargy Road,2278,151
-6.231606442,53.35295911,1271,Caledon Road,2279,151
-6.238514238,53.35484094,1272,Saint Joseph's Church,2282,53
-6.235921537,53.35832599,1273,Portside Court,2283,53
-6.269798428,53.3424457,1274,Werburgh Street,2310,"150, 151, 27, 56A, 77A"
-6.270506748,53.33830347,1275,Kevin Street Garda Station,2311,"150, 151, 27, 56A, 77A"
-6.275469226,53.33887864,1276,The Coombe,2312,"151, 27, 56A, 77A"
-6.278463173,53.33874212,1277,Ardee Court,2313,"151, 27, 56A, 77A"
-6.280821493,53.33835368,1278,Cork Street,2314,"151, 27, 56A, 77A"
-6.285224276,53.33753622,1279,Marion Villas,2315,"151, 27, 56A, 77A"
-6.318846906,53.32340916,1280,Crumlin Bowling Club,2317,"150, 18"
-6.318828396,53.32197081,1281,Somerville Avenue,2318,"150, 18"
-6.315097497,53.31950936,1282,Garda Station,2319,"150, 18"
-6.316996618,53.31587803,1283,Whitehall Road West (Kimmage Rd),2320,150
-6.320050926,53.31339544,1284,Crumlin Crossroads,2321,150
-6.321090734,53.3102283,1285,Whitehall Road West,2322,150
-6.320468661,53.30810734,1286,Millgate Drive,2323,150
-6.320988018,53.30978644,1287,Whitehall Road West,2324,150
-6.321197045,53.3121083,1288,Whitehall Road West (Limekiln Ln),2325,150
-6.319963931,53.31369981,1289,Crumlin Crossroads,2326,150
-6.316854849,53.31681079,1290,St. Agnes Road (Cromwellsfort Rd),2327,"150, 17"
-6.315500077,53.31957797,1291,Saint Agnes Church,2328,"150, 18"
-6.317071523,53.3208405,1292,Saint Agnes Road,2329,"150, 18"
-6.319256774,53.32214762,1293,Saint Agnes Road,2330,"150, 18"
-6.317765723,53.32456237,1294,Saint Mary's Road,2331,"150, 18"
-6.330948278,53.32105346,1295,Walkinstown Road (Kilnamanagh Road),2332,"27, 77A"
-6.332650003,53.31783257,1296,Walkinstown Road (Walkinstown Roundabout),2333,"27, 77A"
-6.332487669,53.31853137,1297,Walkinstown Road (Walkinstown Roundabout),2378,"27, 77A"
-6.284626699,53.33783322,1298,Marion Villas,2379,"151, 27, 56A, 77A, 77X"
-6.280154615,53.33850586,1299,Cork Street,2380,"151, 27, 56A, 77A, 77X"
-6.278383426,53.33885781,1300,Brabazon Row,2382,"151, 27, 56A, 77A, 77X"
-6.272652945,53.33944909,1301,Saint Patrick's Cathedral,2383,"150, 151, 27, 49, 54A, 56A, 77A, 77X"
-6.271998577,53.34226187,1302,Back Avenue,2385,"49, 54A"
-6.272324817,53.33790737,1303,New Street South,2386,"49, 54A"
-6.272813783,53.33658421,1304,New Street South,2387,"49, 54A"
-6.274371224,53.33445859,1305,Clanbrassil Street,2388,"49, 54A"
-6.279199883,53.32492005,1306,Harold's Cross,2389,"54A, 9"
-6.283975193,53.32151943,1307,Mount Argus Park,2390,"54A, 9"
-6.286414953,53.3201973,1308,Mount Argus Church,2391,"54A, 9"
-6.291225546,53.31889113,1309,Mount Argus Community Centre,2392,"54A, 9"
-6.295455305,53.31520361,1310,Lower Kimmage Road (Aideen Avenue),2393,"54A, 9"
-6.297828301,53.31327809,1311,Poddle Park,2394,"54A, 9"
-6.300576429,53.31172639,1312,Fortfield Road,2395,54A
-6.302162581,53.30881885,1313,Wainsfort Estate,2396,54A
-6.30084051,53.30658895,1314,College Drive,2397,54A
-6.299753892,53.30523423,1315,Fortfield Estate,2398,54A
-6.300032767,53.30539101,1316,Fortfield Estate,2409,54A
-6.301370452,53.30722567,1317,College Drive,2410,54A
-6.302419005,53.30916405,1318,Wainsfort Estate,2411,54A
-6.301808463,53.31093501,1319,Lavarna Estate,2412,54A
-6.305496355,53.31292889,1320,Kimmage Road West (Whitehall Road),2413,"17, 9"
-6.310854404,53.31406549,1321,Kimmage Road West,2414,"17, 9"
-6.313577601,53.31503878,1322,Royston Village,2415,"17, 9"
-6.31777435,53.31632942,1323,Cromwellsfort Road (Whitehall Road),2416,9
-6.323028439,53.31669102,1324,Cromwellsfort Road (Cherry Grove),2417,9
-6.326994266,53.31698939,1325,Cromwellsfort Road (Bigger Road),2418,9
-6.330233497,53.31706175,1326,Cromwell's Fort Road (Walkinstown Roundabout),2419,9
-6.33069328,53.317203,1327,Cromwell's Fort Road (Walkinstown Roundabout),2431,9
-6.325492379,53.31701326,1328,Cromwellsfort Road (Bigger Road),2432,9
-6.320676434,53.31657704,1329,Cromwellsfort Road (Cherry Grove),2433,9
-6.316030553,53.31601719,1330,Kimmage Road West,2434,"17, 9"
-6.311251606,53.31426885,1331,Westbrook,2435,"17, 9"
-6.308932882,53.31369671,1332,Kimmage Road West,2436,"17, 9"
-6.30235569,53.31265054,1333,Kimmage Road West (Whitehall Road),2437,"15A, 17, 9"
-6.299240782,53.31248033,1334,Lower Kimmage Road (Fortfield Road),2438,"54A, 9"
-6.297682579,53.31354566,1335,Poddle Park,2439,"54A, 9"
-6.294312273,53.31639168,1336,Lower Kimmage Road (Aideen Avenue),2440,"54A, 9"
-6.29115872,53.31906095,1337,Mount Argus Community Centre,2441,"54A, 9"
-6.286014458,53.3204522,1338,Mount Argus Church,2442,"54A, 9"
-6.283644996,53.32189218,1339,Brookfield,2443,"54A, 9"
-6.27966029,53.32429752,1340,Lower Kimmage Road,2444,"54A, 9"
-6.304135299,53.31924615,1341,Healthcare Centre,2448,"18, 83, 83A"
-6.305057425,53.32097598,1342,Armagh Road,2449,17
-6.307654143,53.3202219,1343,Saint Agnes Primary School,2450,"17, 18, 83, 83A"
-6.314329073,53.3192019,1344,Saint Agnes Park,2451,17
-6.332010438,53.31614286,1345,Saint Peter's Road (Walkinstown Roundabout),2452,9
-6.330516173,53.31481869,1346,Saint Peter's Road (Saint James's Road),2453,9
-6.330132279,53.31388754,1347,St.James's Road (St.Peter's Road),2462,9
-6.331172624,53.31530424,1348,Saint Peter's Road (Walkinstown Roundabout),2463,9
-6.313011146,53.31950684,1349,Stannaway Avenue,2464,"17, 18"
-6.308924636,53.31997927,1350,Armagh Road (Captain's Road),2465,"17, 18, 83, 83A"
-6.306436174,53.32065402,1351,Scoil Colm,2466,"17, 18, 83, 83A"
-6.303910626,53.31923397,1352,Health Centre,2467,"18, 83, 83A"
-6.289143189,53.31878938,1353,Larkfield Park,2471,"18, 83, 83A"
-6.285585294,53.31767769,1354,Clareville Road,2472,"18, 83, 83A"
-6.28346003,53.31789879,1355,Clareville Road,2473,"18, 83, 83A"
-6.281957069,53.31869507,1356,Clareville Road,2474,"18, 83, 83A"
-6.28007393,53.31886567,1357,Kenilworth Park,2475,"18, 83, 83A"
-6.277635355,53.31903721,1358,Kenilworth Square North,2476,"18, 83, 83A"
-6.274344847,53.3198615,1359,Kenilworth Square East,2477,"18, 83, 83A"
-6.269724476,53.32053159,1360,Grosvenor Road,2478,"18, 83, 83A"
-6.270231899,53.32023335,1361,Grosvenor Road,2479,"18, 83, 83A"
-6.274356084,53.31958303,1362,Kenilworth Square East,2480,"18, 83, 83A"
-6.278082699,53.31873807,1363,Kenilworth Square North,2481,"18, 83, 83A"
-6.281392627,53.31892063,1364,Clareville Road,2482,"18, 83, 83A"
-6.282103268,53.31841855,1365,Westfield Road,2483,"18, 83, 83A"
-6.289138249,53.31853764,1366,Larkfield Park,2484,"18, 83, 83A"
-6.291325031,53.31978238,1367,Sundrive Road,2485,"18, 83, 83A"
-6.293104722,53.32107518,1368,Sundrive Road,2486,"18, 83, 83A"
-6.295282155,53.32180739,1369,Stannaway Road,2487,"18, 83, 83A"
-6.298702456,53.32035521,1370,Stannaway Road,2488,"18, 83, 83A"
-6.300429842,53.31957091,1371,Stannaway Road,2489,"18, 83, 83A"
-6.309452465,53.31953735,1372,Captain's Road,2490,"83, 83A"
-6.308191275,53.31802744,1373,Captain's Road (Captain's Avenue),2491,"83, 83A"
-6.307869474,53.31629716,1374,Stannaway Court,2492,"83, 83A"
-6.308629953,53.31832128,1375,Captain's Road (Captain's Avenue),2493,"83, 83A"
-6.300562004,53.3196447,1376,Clonfert Road,2494,"18, 83, 83A"
-6.296820688,53.32124515,1377,Stannaway Road,2495,"18, 83, 83A"
-6.293893303,53.32200325,1378,Sundrive Road,2496,"18, 83, 83A"
-6.29188894,53.32032075,1379,Sundrive Road,2497,"18, 83, 83A"
-6.250096866,53.34824332,1380,IFSC Custom House Quays,2498,"142, 151, 15A, 15B, 33X, 41X"
-6.247145101,53.34806517,1381,Jury's Inn Custom House Quay,2499,"142, 151, 15A, 15B, 33X, 41X, 747"
-6.242907179,53.34775116,1382,Samuel Beckett Bridge,2500,"142, 151, 33X, 41X"
-6.236343687,53.34737569,1383,North Wall Quay (New Wapping Street),2501,"142, 151, 33X, 41X"
-6.227101947,53.34820045,1384,The 02 Arena (Point Depot),2507,"142, 151, 33X, 41X, 747"
-6.225797107,53.3528549,1385,Docklands main gate,2508,"151, 53"
-6.384304333,53.27276745,1386,Donomore Crescent,2561,"65B, 77A"
-6.275365087,53.33290004,1387,Lower Clanbrassil Street,2634,"49, 54A"
-6.27492054,53.33424183,1388,Lower Clanbrassil Street,2635,"49, 54A"
-6.273174332,53.33658044,1389,New Street South,2636,"49, 54A"
-6.293841039,53.34588385,1390,Outside Heuston Train Station,2637,"25A, 25B, 25X, 51D, 66X, 67X, 69X, 79, 79A"
-6.296972319,53.34570388,1391,Saint John's Road West,2638,"51D, 79, 79A"
-6.310002243,53.34208721,1392,Kilmainham Jail,2640,"69, 79"
-6.315383615,53.34196558,1393,Camac Court,2641,"69, 79"
-6.319724687,53.34118192,1394,Grattan Crescent,2642,"40, 51X, 69"
-6.320972798,53.34152307,1395,Sarsfield Road,2643,"40, 79"
-6.327367256,53.34199038,1396,Sarsfield Medical Centre,2644,"40, 79, 79A"
-6.33075786,53.34169632,1397,Lally Road,2645,"79, 79A"
-6.33364924,53.34149407,1398,Decies Road (O'Moore Road),2646,"79, 79A"
-6.338007398,53.34064707,1399,Markievicz Park,2647,"79, 79A"
-6.342653701,53.33972302,1400,Decies Road (Garryowen Rd),2648,"79, 79A"
-6.345786032,53.33911037,1401,Decies Road (Ramillies Rd),2649,"79, 79A"
-6.346679023,53.33776556,1402,Landen Road,2650,"79, 79A"
-6.348228982,53.33884761,1403,Kylemore Road (Kylemore Avenue),2652,"18, 79, 79A"
-6.348671523,53.34021992,1404,Ballyfermot Crescent,2653,"18, 79, 79A"
-6.348870721,53.34128326,1405,Kylemore Road (Ballyfermot Road),2654,"18, 79, 79A"
-6.352832566,53.34213795,1406,Ballyfermot Parade,2655,"18, 40, 76, 76A, 79, 79A"
-6.358701097,53.34262329,1407,Ballyfermot Road (Le Fanu Road),2656,"18, 40, 76, 76A, 79, 79A"
-6.361739856,53.34131685,1408,Le Fanu Park,2657,"79, 79A"
-6.361266814,53.33916223,1409,Oranmore Road,2658,"79, 79A"
-6.361793638,53.34069742,1410,Clifden Road,2667,"79, 79A"
-6.363281252,53.34302775,1411,Community Centre,2668,"18, 40, 76, 76A"
-6.36754218,53.34038973,1412,Spiddal Park,2670,79
-6.367685142,53.34333076,1413,Ballyfermot Road (Blackditch Road),2672,"18, 40, 76, 76A"
-6.368175697,53.3434633,1414,Ballyfermot Road (Blackditch Road),2688,"18, 40, 76, 76A"
-6.363728821,53.34310579,1415,Blackditch Drive,2689,"18, 40, 76, 76A"
-6.358788745,53.34268741,1416,Ballyfermot Road (Le Fanu Road),2696,"18, 40, 76, 76A, 79, 79A"
-6.353202977,53.3422689,1417,Ballyfermot Parade,2697,"18, 40, 76, 76A, 79, 79A"
-6.348555859,53.34126991,1418,Kylemore Road (Ballyfermot Road),2700,"18, 79, 79A"
-6.348326996,53.34019717,1419,Kylemore Roundabout,2701,"18, 79, 79A"
-6.347718174,53.33807656,1420,Kylemore Road (Landen Road),2702,"18, 79, 79A"
-6.346508778,53.3382845,1421,Thomond Road,2703,"79, 79A"
-6.345345548,53.33923908,1422,Decies Road (Ramillies Rd),2704,"79, 79A"
-6.341680551,53.34003307,1423,Decies Road (Garryowen Rd),2706,"79, 79A"
-6.332840045,53.34183329,1424,Decies Road (O'Moore Road),2708,"79, 79A"
-6.333455644,53.34299236,1425,Longmeadows Park,2709,40
-6.339497198,53.34211488,1426,Ballyfermot Road,2710,40
-6.341507503,53.34178332,1427,Markievicz Park,2711,40
-6.345551249,53.34245964,1428,Ballyfermot Road,2712,40
-6.347052287,53.34248045,1429,Ballyfermot Road,2713,40
-6.341848204,53.3419049,1430,Markievicz Park,2714,40
-6.338594133,53.34255171,1431,Ballyfermot Road,2715,40
-6.332230045,53.34284042,1432,Longmeadows Park,2716,40
-6.237454003,53.35723411,1433,Strangford Garden,2717,53
-6.327656207,53.34228205,1434,Sarsfield Road,2718,"40, 79, 79A"
-6.320096929,53.34164556,1435,Sarsfield Road,2719,"40, 79"
-6.310481064,53.34327143,1436,Con Colbert Road (South Circular Road),2721,"25A, 25B, 25X, 51D, 66X, 67X, 79A"
-6.311375653,53.34343689,1437,Memorial Park,2722,"25A, 25B, 25D, 25X, 51D, 66X, 67X, 69, 79, 79A"
-6.330480194,53.32381523,1438,Slieve Bloom Park,2726,"151, 18, 56A"
-6.332884293,53.32375897,1439,Drimnagh Castle School,2727,"151, 18, 56A"
-6.339477547,53.32136125,1440,Walkinstown Avenue Park,2728,56A
-6.335962839,53.31910121,1441,Walkinstown Avenue,2729,56A
-6.334207024,53.31793522,1442,Walkinstown Avenue (Walkinstown Roundabout),2730,56A
-6.334975222,53.31825154,1443,Walkinstown Avenue (Walkinstown Roundabout),2774,56A
-6.341089207,53.32276783,1444,Walkinstown Avenue (Long Mile Road),2775,56A
