Name,Url,Telephone,AddressLocality,Latitude,Longitude,attraction_type
"Imaginosity, Dublin Children’s Museum",http://www.imaginosity.ie,+353(0)12176130,Sandyford,53.277382,-6.216709,museum
Live Jazz - Le Basement Jazz Club,,+353(0)0872878755,Dublin City,53.34407,-6.263403,club
Delfin English School,http://www.delfinschool.com/en/dublin/,+353(0)18722037,Dublin City,53.35350652,-6.26189053,school
Lynda Booth’s Dublin Cookery School,http://www.dublincookeryschool.ie,+353(0)12100555,Blackrock,53.2971545,-6.178767347,school
Draiocht,http://www.draiocht.ie,+353(0)18852622,Blanchardstown,53.39098,-6.391863,other
Hotels Ireland,http://www.hotelsireland.com,+353(0)12933040,Dublin City,53.34432014,-6.263674504,hotel
Arena School of English,http://www.arenaschool.com,+353(0)14789202,Dublin City,53.34008902,-6.265618328,school
Hidden Dublin Walks Ltd.,http://www.hiddendublinwalks.com/,+(0)861580949,Dublin City,53.3455,-6.27811,other
Sandemans New Dublin Free Walking Tour,http://www.newdublintours.com/,,Dublin City,53.34401407,-6.266887533,tour
Excursions Ireland,http://www.excursionsireland.com,+353(0)18107697,Baldoyle,53.395705,-6.145817,other
The Wicklow Mountains Bus Tour - Gray Line Tours,http://www.loveireland.com,+353(0)18980700,Dublin City,53.343599,-6.26098,tour
Walkabout Wicklow - Guided Walks and Tours in Ireland,http://www.walkaboutwicklow.com,+353(0)867929579,Rathfarnham,53.274645,-6.26154,tour
The Ireland Whiskey Trail,http://www.irelandwhiskeytrail.com,,Dublin City,53.34934833,-6.260048928,other
Book of Kells & National Gallery Tour - Art Impressions,http://www.artimpressions.ie,+353(0)833756668,Dublin City,53.34738308,-6.259270059,art
Yeats: The Life and Works of William Butler Yeats,http://www.nli.ie/yeats,+353(0)16030277,Dublin City,53.341081,-6.254641,other
GAA Museum - Croke Park,http://crokepark.ie/gaa-museum-tours/gaa-museum,+353(0)18192323,Dublin City,53.36046128,-6.249954088,park
The National Wax Museum Plus,http://www.waxmuseumplus.ie,+353(0)16718373,Dublin City,53.3466684,-6.2588737,museum
The New Theatre,http://www.thenewtheatre.com,+353(0)876703361,Dublin City,53.344976,-6.266514,theatre
Alix Gardners Cookery School,http://www.dublincookery.com,+353(0)16681553,Ballsbridge,53.329644,-6.245333,school
Dublinbikes,http://www.dublinbikes.ie,1850777070,Dublin City,53.34787477,-6.251726461,other
The Cookery School@Donnybrook Fair,http://www.donnybrookfair.ie/thecookeryschool.asp,+353(0)16689674,Donnybrook,53.324269,-6.24028,school
The Kitchen in the Castle,http://www.thekitcheninthecastle.com,+353(0)18396182,Howth,53.386105,-6.079401,castle
The National Leprechaun Museum,http://www.leprechaunmuseum.ie/,+353(0)18733899,Dublin City Centre,53.347647,-6.266653,museum
Dublin City University Conference and Events,http://www.dcuconferencesandevents.ie/,+353(0)17008037,Glasnevin,53.3852,-6.25836,other
Trinity College Dublin,http://www.tcd.ie/conferences/ConferenceBrochure/,+353(0)18964477,Dublin City,53.3443,-6.25447,other
IMI Conference Centre & Residence,http://www.imi.ie/,+353(0)12078411,Dublin City,53.275966,-6.231596,other
UCD,http://www.ucd.ie/conferences,+353(0)17162189,Dublin City,53.3059,-6.22183,other
O'Connor Coaches,http://www.oconnorcoaches.com,+353(0)18321711,Howth,53.383634,-6.068586,other
Howth Guided Tours,http://www.howthguidedtours.com,+353(0)868967035,Howth,53.3879,-6.06935,tour
"Newman University Church, Our Lady Seat of Wisdom",http://newman.nd.edu/,+353(0)14759674,Dublin City,53.336624,-6.260616,church
Ecocabs,http://www.ecocabs.ie,,Dublin City,53.34738308,-6.259270059,other
The Jeanie Johnston,http://www.jeaniejohnston.ie,+353(0)14730111,Dublin City,53.34776903,-6.245995144,other
Dublin City Bike Tours,http://www.dublincitybiketours.com,+353(0)871341866,Dublin City,53.34998,-6.253322,tour
The Howth Horse & Carriage Co,http://www.howthhorseandcarriage.com,+353(0)872906357,Howth,53.38800619,-6.066380902,other
The Dublin City Pub Crawl,http://www.thedublincitypubcrawl.com/,+353(0)864020040,Dublin City,53.34738308,-6.259270059,pub
Baking Academy of Ireland,http://www.bakingacademyireland.ie,+00353(0)18451214,Palmerstown,53.357996,-6.379362,academy
Panoramic Ireland Photo Tours,http://www.panoramicireland.com/dublin,+353(0)862461890,Dublin City,53.34738308,-6.259270059,tour
Butlers Chocolate Experience,http://www.butlerschocolates.com/uk/chocolateexperience,+353(0)16710599,Clonshaugh,53.404051,-6.219445,other
Farmleigh House,http://www.farmleigh.ie,+353(0)18155900,Castleknock,53.365152,-6.359981,house
Ardgillan Castle and Victorian Gardens,http://www.ardgillancastle.ie,+353(0)18492212,Balbriggan,53.586,-6.16,castle
Yellow Brick Road,http://www.yellowbrickroad.ie,+353(0)18730177,Dublin City,53.346967,-6.262363,other
Skerries Seatours,http://www.skerriesseatours.ie,+353(0)863043847,Skerries,53.5838,-6.10462,tour
The Doorway Gallery,http://thedoorwaygallery.com,+353(0)17645895,Dublin City,53.342249,-6.2563,gallery
The Little Museum of Dublin,http://www.littlemuseum.ie,+353(0)16611000,Dublin City,53.3396011,-6.258327565,museum
Dublin by Taxi,http://www.dublinbytaxi.com,+353(0)877920338,Dublin City,53.3497402,-6.260359024,other
Big Smoke Writing Factory,http://www.bigsmokewritingfactory.com/index.php,+353(0)879766253,Dublin City,53.33408978,-6.256189657,other
"The Grange Gifts, Gallery and Garden",http://www.thegrangedublin.ie,+353(0)18078888,Oldtown/Ballyboughal,53.51713961,-6.276061668,gallery
The Sporting Emporium Casino,http://www.thesportingemporium.com/,+353(0)17030600,Dublin City,53.34069055,-6.259564519,sport
Shelbourne Park Greyhound Stadium,http://www.Shelbourneparkgreyhoundstadium.ie,+353(0)61448080,Harolds Cross,53.34080322,-6.231093807,park
Trails and Tales,http://www.trailsandtales.ie,+353(0)871213360,Sandyford,53.2710603,-6.3392515,other
Royal College of Physicians of Ireland,http://www.numbersix.ie,+353(0)16698800,Dublin City,53.34142239,-6.254777034,other
College of Anaesthetists of Ireland,http://www.anaesthesia.ie,+353(0)12650600,Dublin City,53.3401981,-6.2480448,other
Exchange Dublin,,+353(0)116779264,Dublin City,53.34454746,-6.268322263,exchange
Chester Beatty,http://www.chesterbeatty.ie,+353(0)14070750,Dublin City,53.34226875,-6.26747371,other
National Folklore Collection,http://www.ucd.ie/irishfolklore,+353(0)17168216,Belfield,53.30680741,-6.21882,other
Brewery Hops of Ireland,http://www.breweryhops.com,+353(0)868382996,Dublin City,53.35162662,-6.260917334,other
Dublin Falconry,http://www.dublinfalconry.com/,+353(0)876341574,Balbriggan,53.57548709,-6.199399863,other
"Victorian People's Flower Gardens, Phoenix Park",http://www.phoenixpark.ie/visitorinformation/peoplesflowergardens/,+353(0)18213021,Dublin,53.35038531,-6.299662901,park
Barry Doyle Design Jewellers,http://www.barrydoyledesign.com,+353(0)16172838,Dublin City,53.34246679,-6.264487833,bar
Djinn Jewellery,,+353(0)14759919,Dublin City,53.33601174,-6.265244795,other
Irish Design Shop,http://www.irishdesignshop.com,+353(0)16798871,Dublin City,53.34281887,-6.262937094,shop
The Design Tower - Breda Haugh Jeweller,http://www.bredahaugh.com/design-tower/,,Dublin City,53.34110112,-6.2391023,tower
Golden Ireland Directory Limited,http://www.goldenireland.ie,+353(0)14454783,Dublin City,53.38837123,-6.254655434,other
Bike on Board.ie,http://www.bike-on-board.ie,+353(0)18867700,Santry,53.394692,-6.249486,other
Dublin Bay Cruises,http://www.dublinbaycruises.com,+353(0)19011757,Dún Laoghaire,53.29561172,-6.133782642,cruise
Original Irish Hotels,http://www.originalirishhotels.com,+353(0)12958900,Foxrock,53.27667257,-6.204413321,hotel
Celtic Campervans,http://www.celticcampervans.com,+353(0)872794927,The Ward,53.431201,-6.33494,other
Island Ferries,http://www.IslandFerries.net,+353(0)868459154,Howth,53.3886892,-6.063937545,ferries
City Powerboat,http://www.adventuretrainingireland.com/ati/Home.html,+353(0)14428234,Dublin City,53.34760215,-6.246040348,other
Breda Haugh Jeweller Designer,http://www.bredahaugh.com,+353(0)16705738,Dublin City,53.34193086,-6.240096403,other
The Gaiety School of Acting,http://www.gaietyschool.com,+353(0)16799277,Dublin City,53.34467597,-6.268592616,school
Doheny & Nesbitt,http://dohenyandnesbitts.ie,+353(0)16762945,Dublin City,53.338038,-6.252872,other
Primrose Hill,,+353(0)16280373,Lucan,53.353489,-6.450529,other
Sixt Rent A Car,http://ie.sixt.com/,+353(0)18445691,Dublin Airport,53.42716705,-6.244465692,rent
The Ark,http://www.ark.ie,+353(0)16707788,Dublin City,53.34485087,-6.265151253,other
F. W. Sweny & Co. Ltd.,http://sweny.ie/site/,+353(0)858146713,Dublin,53.34188602,-6.250578476,other
City Assembly House,http://www.igs.ie/conservation/project/city-assembly-house-a-history,+353(0)16798675,Dublin City,53.34199229,-6.2624532,house
Malahide Charter Boat,http://www.FishAndTrips.ie,+353(0)864674411,Malahide,53.45523579,-6.154455649,art
Denny's Dublin Tours,http://www.dennysdublintours.com,+353(0)831003427,Dublin City,53.34737521,-6.259086443,tour
Walking Tours Of Dublin Now And Then,,+353(0)864084040,Dublin City,53.34266749,-6.268023563,tour
Wonderful Ireland Walking Holidays,http://www.walkingholiday.ie,+353(0)877613344,Dublin City,53.288403,-6.245794,other
365 Chauffeur Drive,http://www.365chauffeurdrive.ie,+353(0)871342012,Dublin City,53.34938304,-6.260170055,other
The Westbury Club,http://www.westburyclub.com,+353(0)18453488,Malahide,53.45226108,-6.153194329,club
Dun Laoghaire Community Tourist Office,http://www.visitdublin.com,+353(0)12806964,Dún Laoghaire,53.29443403,-6.134866095,tour
Classic Hymer Hire Ltd,http://www.classichymerhire.com/,+353(0)872538003,Brittas,53.2279254,-6.44755122,other
Dun Laoghaire Marina,http://www.dlmarina.com,+353(0)12020040,Dún Laoghaire,53.2959792,-6.1370888,other
Senza Meta La Dublino dei Dublinesi  - Out and About,http://www.senzameta.org,+353(0)851565429,Dublin City,53.34961039,-6.260170055,other
Arbutus Garden Tours,http://www.arbutusgardentours.ie,+353(0)91882125,Ranelagh,53.36563922,-6.292095438,garden
Art tours incl. Book of Kells: Art Impressions,http://www.artimpressions.ie,+353(0)833756668,Dublin City,53.34738308,-6.259270059,art
"Smock Alley Theatre, 1662",http://www.smockalley.com,+353(0)16770014,Dublin City,53.3449333,-6.2688625,theatre
Irish Whiskey Museum,http://www.irishwhiskeymuseum.ie,+353(0)15250970,Dublin City,53.34424924,-6.259589373,museum
Dublin Craic Tour - My Irish Guide,http://www.dublincraictour.ie,+353(0)872193151,Dublin City,53.3390959,-6.2576348,tour
Zoological Museum,http://www.tcd.ie/Zoology/museum/,+353(0)18961366,Trinity College,53.343181,-6.251858,museum
Dublino Nascosta,http://www.dublinonascosta.it,+353(0)864427490,Dublin City,53.3453926,-6.2630214,other
The Workman's Club,http://theworkmansclub.com,+353(0)16706692,Dublin City,53.345416,-6.2664832,club
Kelly Hood Art Studio,http://www.kellyhood.com,+353(0)872249200,59 South William Street,53.34229405,-6.262229658,art
The Bernard Shaw,http://www.thebernardshaw.com,+353(0)14758664,Dublin City Area South,53.33170869,-6.264529502,other
Traditional Irish Experience,http://www.discoverdublin.ie,,Dublin City,53.34674196,-6.258477339,other
My Irish Landscape,http://www.myirishlandscape.ie,+353(0)872544443,Rathfarnham,53.27508456,-6.302693302,other
Irish Centre for Cycling,https://irishcentreforcycling.ie/,+353(0)18168345,Malahide,53.4448407,-6.16451444,other
The Dublin Cityscape Tour - Quicktours,http://www.cityscapetours.ie,+353(0)14659972,Dublin City,53.3475799,-6.3886862,tour
Trailwalkers Ireland Ltd.,http://www.trailwalkersireland.ie/,+353(0)872715656,Skerries,53.2790414,-6.3302004,other
Olivier Cornet Gallery,http://www.oliviercornetgallery.com,+353(0)872887261,Dublin City,53.35528615,-6.262482547,gallery
James Joyce Centre Footsteps of Leopold Bloom Tour,http://www.jamesjoyce.ie,+353(0)18788547,Dublin City,53.3540765,-6.2601572,tour
James Joyce Centre Joyce Circular Tour,http://www.jamesjoyce.ie,+353(0)18788547,Dublin City,53.3540765,-6.2601572,tour
James Joyce Centre Dubliners Tour,http://www.jamesjoyce.ie,+353(0)18788547,Dublin City,53.3540765,-6.2601572,tour
BLOCK T,,+353(0)15351014,Dublin City,53.3475357,-6.2794985,other
Centre for Creative Practices,http://www.cfcp.ie,+353(0)17995416,Dublin City,53.33649,-6.2524207,other
Camp and Curise Motor Homes,http://www.campandcruise.ie/,+353(0)18623860,Blanchardstown,53.41125961,-6.239370265,other
Taste of Dublin - See Dublin by Bike,http://www.seedublinbybike.ie,+353(0)876955976,Dublin City,53.34196448,-6.263863717,other
The History Tour - Photowalk Dublin,http://www.photowalkdublin.ie,+353(0)868505155,Dublin City,53.3466836,-6.291819,tour
The Georgian Tour - Photowalk Dublin,http://www.photowalkdublin.ie,+353(0)16585866,Dublin City,53.344476,-6.259396,tour
Dockland Tour - Photowalk Dublin,http://www.photowalkdublin.ie,+353(0)16585866,Dublin City,53.348656,-6.228755,tour
Wild Wicklow Tours,http://www.wildwicklow.ie/,+353(0)12801899,Dublin City,53.343611,-6.261018,tour
Abbey Theatre Tours,http://www.abbeytheatre.ie,+353(0)18787222,Dublin City,53.34854,-6.257107,theatre
Na Píobairí Uilleann,http://www.pipers.ie,+353(0)18730093,Dublin City,53.34936062,-6.260180784,other
Sandemans New Dublin,http://www.newdublintours.com/,,Dublin City,53.34541679,-6.266485201,other
Cliffs Of Moher - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003,-6.250291,tour
"Cork, Blarney Castle & Queenstown Tour -Railtours Ireland First Class!",http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003,-6.250291,castle
The Ring of Kerry Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003,-6.250291,tour
Titanic and Belfast City Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003,-6.250291,tour
Wicklow Mountaineer Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003,-6.250291,tour
Cork and Blarney Castle Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003,-6.250291,castle
Connemara & The Wild Atlantic Way Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003,-6.250291,tour
Dublin Highlights & Hidden Corners Tour - Pat Liddys Walking Tours,http://www.walkingtours.ie,+353(0)18329406,Dublin City,53.35049887,-6.260746844,tour
Waterford Crystal & Kilkenny City Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,Dublin City,53.351003,-6.250291,tour
Best of Dublin Walking Tour - Pat Liddy Walking Tours,http://www.walkingtours.ie,+353(0)18329406,Dublin City,53.35049887,-6.260746844,tour
12 Henrietta Street,http://thedrawingroom.ie/,+353(0)862746153,Dublin City,53.3524569,-6.2705757,other
The Lansdowne Hotel,http://www.TheIRishHouseParty.com,+353(0)834569781,Dublin City,53.3322425,-6.241315,hotel
The Copper House Gallery,http://www.thecopperhousegallery.com,+353(0)15354332,Synge Street,53.33473325,-6.267770252,house
The Seamus Ennis Arts Centre,http://www.tseac.ie,+353(0)18020931,Naul,53.58580113,-6.289371685,art
Viking Theatre,http://www.vikingtheatredublin.com,+353(0)871129970,Clontarf,53.3591096,-6.1956987,theatre
MART Gallery,http://www.mart.ie,+353(0)15159692,Rathmines,53.32441503,-6.265152488,art
The Library Project,http://library.photoireland.org/,+353(0)876856169,Dublin City,53.34561919,-6.263919307,library
Samuel Beckett Theatre,http://www.tcd.ie/Beckett-Theatre,+353(0)16961334,Dublin City,53.3437935,-6.2545716,theatre
The Chocolate Factory,http://www.chocolatefactory.ie/,+353(0)876842134,Dublin City,53.35142646,-6.267703381,other
Newgrange & Hill of Tara Tour - Gray Line Tours,https://loveireland.com/,+353(0)18980700,Dublin City,53.34785189,-6.259606709,tour
RUA RED South Dublin Arts Centre,http://www.ruared.ie,+353(0)14515860,Tallaght,53.3498053,-6.2603097,art
DC Music Club,http://www.musiclee.ie,+353(0)876825306,Dublin City,53.3363643,-6.2687425,club
Sol Art Gallery,http://www.solart.ie,+353(0)16750972,Dublin City,53.34207607,-6.257837936,art
Dublin a Pied,http://www.eirewalk.com,+353(0)877595378,Dublin City,53.34936062,-6.260180784,other
Gleeson Hall,http://www.dit.ie/conservatory/,+353(0)14027857,Dublin City,53.3368374,-6.2679556,other
Celts & Castles Tours - Hilltop Treks,http://www.hilltoptreks.ie,+353(0)877849599,Dublin City,53.2774703,-6.3488718,castle
New Acropolis,http://www.acropolis.ie,+353(0)14968310,Rathmines,53.3282596,-6.2648038,other
Powerscourt Theatre,http://www.powerscourttheatre.com,+353(0)16111060,Dublin City,53.3422407,-6.261794,theatre
Aran Islands - 2 Day Tour Quicktours,http://www.quicktours.ie,+353(0)14659972,Dublin City,53.34554983,-6.259236647,tour
Day Tour to the Aran Islands & Wild Atlantic Way - Quicktours,http://www.quicktours.ie,+353(0)14659972,Dublin City,53.34554983,-6.259236647,tour
Kilkenny City & Wicklow Mountains - Wild Rover Tours,http://wildrovertours.com/,+353(0)12845560,Dublin City,53.3498053,-6.2603097,tour
Kildare & Wicklow Heritage Tour - Quicktours,http://www.quicktours.ie,+353(0)14659972,Dublin City,53.34554983,-6.259236647,heritage
Wild Atlantic Way 1 Day Coach Tour - Quicktours,http://www.quicktours.ie,+353(0)14659972,Dublin City,53.34554983,-6.259236647,tour
Wild Atlantic Way featuring Loop Head Peninsula,http://www.quicktours.ie,+353(0)14659972,Dublin City,53.34554983,-6.259236647,other
"Bunratty Castle & Folk Park, The Burren & Cliffs of Moher",http://www.quicktours.ie,+353(0)14659972,Dublin City,53.34554983,-6.259236647,park
"Cliffs of Moher, Wild Atlantic Way & Galway City - Wild Rover Tours",http://wildrovertours.com,+353(0)12845560,Dublin City,53.34936062,-6.260180784,tour
"Bunratty Castle, Burren & Cliffs of Moher - Quicktours",http://www.quicktours.ie,+353(0)14659972,Dublin City,53.34554983,-6.259236647,castle
Malahide Castle & Coastal Tour - City Sightseeing Dublin,https://loveireland.com/,+353(0)18980700,Dublin City,53.34794156,-6.259671082,castle
Eirewalk,http://www.eirewalk.com,+353(0)894337793,Dublin City,53.34936062,-6.260180784,other
Theatre Upstairs,http://www.theatreupstairs.ie,+353(0)857727375,Dublin City,53.3478927,-6.2576408,theatre
Meeting House Square,http://www.meetinghousesquare.ie/,+353(0)16772255,Dublin City,53.34484144,-6.26534632,house
U2's Dublin - See Dublin by Bike,http://www.seedublinbybike.ie,+353(0)876955976,Dublin City,53.34196448,-6.263863717,other
Cliffs of Moher - Paddywagon Tours,http://www.paddywagontours.com,+353(0)18230822,Dublin City,53.349708,-6.253413,tour
Giant's Causeway Tour - Paddywagon Tours,http://www.paddywagontours.com,+353(0)18230822,Dublin City,53.349708,-6.253413,tour
Blarney Cork and Cobh Tour - Paddywagon Tours,http://www.paddywagontours.com,+353(0)18230822,Dublin City,53.349708,-6.253413,tour
The Belfast  Tour - Paddywagon Tours,http://www.paddywagontours.com,+353(0)18230822,Dublin City,53.349708,-6.253413,tour
The Kilkenny Tour - Paddywagon Tours,http://www.paddywagontours.com,+353(0)18230822,Dublin City,53.349708,-6.253413,tour
Galway and Connemara Tour - Paddywagon Tours,http://www.paddywagontours.com,+353(0)18230822,Dublin City,53.349708,-6.253413,tour
The Kerry  Tour - Paddywagon Tours,http://www.paddywagontours.com,+353(0)18230822,Dublin City,53.349708,-6.253413,tour
Pat Liddy's Walking Tours of Dublin Ltd,http://www.walkingtours.ie,+353(0)18329406,Dublin City,53.35049887,-6.260746844,tour
Giant's Causeway and G.O.T. locations tour - Extreme Ireland,http://www.irishdaytours.ie/tour/giants-causeway-tour,+353(0)863169788,Dublin City,53.3443425,-6.2596291,tour
Cork and Blarney Day Tour - Extreme Ireland,http://www.irishdaytours.ie/tour/cork-blarney-tour/,+353(0)863169788,Dublin City,53.3443425,-6.2596291,tour
Connemara Day Tour - Extreme Ireland,http://www.irishdaytours.ie/tour/connemara-tour/,+353(0)863169788,Dublin City,53.3443425,-6.2596291,tour
Cliffs of Moher Day Tour - Extreme Ireland,http://www.irishdaytours.ie/tour/cliffs-of-moher-tour/,+353(0)863169788,Dublin City,53.3443425,-6.2596291,tour
The Celtic Boyne Valley Day Tour - Extreme Ireland,http://www.irishdaytours.ie/tour/celtic-boyne-valley/,+353(0)863169788,Dublin City,53.3443425,-6.2596291,tour
Belfast city and Titanic tour - Extreme Ireland,http://www.irishdaytours.ie/tour/belfast-tour,+353(0)863169788,Dublin City,53.3443425,-6.2596291,tour
The Gravediggers Ghostbus - Extreme Ireland,http://www.extremeireland.ie/,+353(0)863169788,Dublin City,53.3443425,-6.2596291,other
Sandycove Beach,,,Dún Laoghaire,53.28760763,-6.116029992,beach
Killiney  Hill,http://www.dlrcoco.ie/parks/killiney.html,+353(0)12047275,Dalkey,53.2703464,-6.107273729,other
Customised Jogging Tour - Sight Jogging Dublin,http://www.sightjoggingdublin.com,+353(0)862002480,Dublin City,53.3398811,-6.2605801,tour
Literary Walking Tour Dublin,http://www.sightwalkingdublin.com,+353(0)862002480,Dublin City,53.3401439,-6.251688,tour
City Highlights Walking Tour- Dublin,http://sightwalkingdublin.com/,+353(0)862002480,Dublin City,53.349018,-6.260023,tour
City Highlights Jogging Tour,http://www.sightjoggingdublin.com,+353(0)862002480,Dublin City,53.3398811,-6.2605801,tour
Racing Tours Ireland,http://www.racingtoursireland.com,+353(0)868591695,Killiney,53.34365321,-6.260481621,tour
Hilltop Treks Walking Tours,http://www.hilltoptreks.ie,+353(0)877849599,Firhouse,53.2774703,-6.3488718,tour
Musical Pub Crawl,https://www.musicalpubcrawl.com/,+353(0)14758345,Dublin City,53.34538568,-6.261713364,pub
Corporate Chauffeurs,http://corporatechauffeurs.ie/tours/,+353(0)872767660,Dublin City,53.32629546,-6.322348877,other
Dublin Mini Coaches & Chauffeur Drive - Day Tours,,,Dublin City,53.33053,-6.348129,tour
The LAB Gallery,http://www.thelab.ie,+353(0)12225455,Dublin City,53.35152715,-6.253215592,gallery
Joyce and the Irish Literary Revival Tour,http://www.jamesjoyce.ie,+353(0)18788547,Dublin City,53.3540765,-6.2601572,tour
Dublin Pedal Tours,http://www.dublinpedaltours.com/,+353(0)868577909,Dublin City,53.34707,-6.25398,tour
Trace your Irish Ancestors and Heritage Tour - LetzGo City Tours,http://www.letzgocitytours.com/dublin/,+353(0)12548650,Dublin City,53.3244379,-6.3281682,heritage
HikingIreland.ie,http://www.hikingireland.ie,+353(0)866030482,Lusk,53.5224747,-6.1712382,other
"Guinness, Whiskey and Temple Bar Highlights Tour - LetzGo Tours",,+353(0)12548650,Dublin City,53.3244379,-6.3281682,bar
Early Access Book of Kells  & Dublin Castle Tour - LetzGo City Tours,http://www.letzgocitytours.com/dublin/,+353(0)12548650,Dublin City,53.3244379,-6.3281682,castle
Border Tours,http://www.bordertours.ie,+353(0)4780568,Dublin City,53.341696,-6.250049,tour
Butlers Chocolate Experience Tour,http://www.butlerschocolates.com/uk/chocolateexperience,+353(0)16710599,Clonshaugh,53.404051,-6.219445,tour
1916 Freedom Tour,http://www.1916tour.ie,+353(0)15311916,Dublin City,53.33913832,-6.250363855,tour
Payless Car Rental Ireland,https://www.payless.ie,+353(0)15240803,Dublin Airport,53.4209848,-6.2241273,rent
The Story Bus,http://www.thestorybus.com,+353(0)851890191,Clondalkin,53.31840578,-6.371967791,other
Tour of Smock Alley Theatre,http://www.smockalley.com,+353(0)16770014,Dublin City,53.3449333,-6.2688625,theatre
Dublin Now  Walking Tour,http://www.sightwalkingdublin.com,+353(0)862002480,Dublin City,53.3401439,-6.2516888,tour
Burrow Beach Green Coast Award 2019,http://www.cleancoastsireland.org,,Sutton,53.39252621,-6.105615187,beach
Public Art Walking Tours,http://www.publicartwalkingtours.ie,+353(0)879803018,Dublin City,53.336898,-6.2597652,pub
DGallery,http://www.dgallery.ie,+353(0)851479802,Kilmainham,53.3462359,-6.30834344,gallery
Dun Laoghaire Walking Tours,http://www.walkdunlaoghaire.com,+353(0)860777848,Dún Laoghaire,53.29487,-6.13428,tour
IBAT College Dublin English Language School,http://www.ibat.ie,+353(0)18075055,Dublin City,53.34548183,-6.265724011,school
ATC Language & Travel,http://www.atclanguageschools.com,,Dublin City,53.34124579,-6.263304565,other
The Lazy Bike Tour Company Limited,http://www.lazybiketours.com,+353(0)14433671,Dublin City,53.3446208,-6.2689166,tour
The Irish Rock 'N' Roll Museum Experience,http://www.irishrocknrollmuseum.com,+353(0)861303139,Temple Bar,53.344865,-6.2645993,museum
Jackpot Slot Club,http://www.jackpot.ie,+353(0)14785858,Dublin City,53.34936062,-6.260180784,club
Colossus Casino Club,http://www.colossus.ie,+353(0)14785858,Dublin City,53.34936062,-6.260180784,club
Cliffs of Moher Tour - Gray Line Tour,https://www.cliffsofmohershuttle.ie/,+353(0)18980700,Dublin City,53.3485883,-6.2595458,tour
Irish Road Tripper - The Wild Atlantic Way Tour,http://www.irishroadtripper.com,+353(0)879826871,Dublin City,53.34239976,-6.255193064,tour
Irish Road Tripper - The Giants Journey Tour,http://www.irishroadtripper.com,+353(0)879826871,Dublin City,53.34238054,-6.255195746,tour
Travelling Languages,http://www.travellinglanguages.com,+353(0)14434544,Dublin City,53.34149506,-6.251891866,other
Newgrange & Boyne Valley Day Tour - Bus Éireann,http://www.buseireann.ie/inner.php?id=359##newgrange,1850836611,Dublin City,53.3497173,-6.2522181,tour
Giants Causeway Tour - Finn McCools Tours,http://www.finnmccoolstours.com/,+353(0)18684101,Dublin City,53.34658022,-6.259074209,tour
Game of Thrones Tour - Finn McCools Tours,http://www.finnmccoolstours.com/,+353(0)18684101,Dublin City,53.34658022,-6.259074209,tour
Battles and Barracks,http://battlesandbarracks.wix.com/info,+353(0)862187443,Dublin City,53.34079575,-6.303074991,bar
Gormley's Fine Art,http://www.gormleys.ie,+353(0)16729031,Dublin City,53.34224102,-6.256393344,art
Dublin Whiskey Tours,http://www.dublinwhiskeytours.com,+353(0)863148977,Dublin City,53.34566149,-6.257423643,tour
DoDublin Tours,https://dodublin.ie,+353(0)18444265,Dublin City,53.35046334,-6.261028197,tour
Star Wars The Skellig Islands & Ring of Kerry - Railtours Ireland First Class,http://railtoursireland.com/train-tour/star-wars-skellig-michael/dh05stw,+353(0)18560045,Dublin City,53.351003,-6.250291,tour
Gays About Town,,+353(0)879616576,Dublin City,53.34117137,-6.25063229,other
Glendalough Tour - Finn McCools Tours,http://www.finnmccoolstours.com/,+353(0)18684101,Dublin City,53.34658022,-6.259074209,tour
GPO Witness History,http://www.gpowitnesshistory.ie,+353(0)18721916,Dublin City,53.3494255,-6.260452234,other
Bus Éireann (Dublin City),http://www.buseireann.ie/inner.php?id=337,+353(0)18366111,Dublin City,53.34987297,-6.252584768,other
Mornington Garden,http://dalkeygardenschool.com,+353(0)872256365,Dalkey,53.2717553,-6.1132572,garden
The KEMP Gallery,http://thekempgallery.com,+353(0)877974716,Dublin City,53.3421907,-6.2563364,gallery
Waltons New School of Music,http://newschool.ie,+353(0)14781884,Dublin City,53.34269774,-6.264628787,school
Sixt Rent A Car - City Centre,http://www.sixt.ie,+353(0)12352030,Dublin City,53.351863,-6.258686765,rent
Jonny Macs Famous Ireland Tours,http://jonnymacsfamousirelandtours.com/,+353(0)872628261,Dublin City,53.3485508,-6.2584408,tour
"The International School of English, ISE Ireland",http://iseireland.ie/,+353(0)16219039,Dublin City,53.335628,-6.263605,school
Howth Walking Tours,http://www.facebook.com/Howth-Historic-Walking-Tours-1203148753050552/,+353(0)852104600,Dublin City,53.38902065,-6.073095707,tour
